person_id,gender,bdate,home_precinct
9315,F,1977-12-07,36
9316,M,1974-08-23,14
9320,F,1976-08-15,31
9323,M,1987-03-04,55
9324,F,1983-03-17,53
9326,M,1983-10-03,53
9327,M,1982-03-10,47
9328,M,1976-05-05,41
9329,M,1984-01-09,41
9330,F,1985-09-23,4
9332,M,1992-02-03,66
9333,M,1976-01-28,5
9336,M,1989-12-30,69
9337,F,1988-02-19,41
9338,M,1982-08-27,24
9339,M,1989-08-23,40
9340,M,1983-11-05,34
9341,M,1987-03-05,65
9342,F,1975-03-29,67
9343,M,1982-11-11,64
9345,M,1986-12-18,65
9346,M,1974-04-28,16
9348,F,1991-12-28,68
9350,M,1988-07-24,2
9351,M,1991-11-23,28
9353,M,1979-01-08,28
9355,M,1979-07-28,24
9356,M,1981-06-10,72
9357,M,1983-11-09,40
9358,M,1982-11-22,68
9359,M,1994-10-10,27
9362,F,1983-03-06,14
9363,M,1989-07-29,18
9364,M,1991-08-20,7
9365,F,1980-04-10,53
9367,M,1989-07-18,72
9368,F,1967-06-08,43
9369,M,1979-04-26,11
9370,male,1970-12-25,62
9373,M,1976-09-22,27
9374,M,1977-06-25,53
9375,M,1982-12-02,11
9378,male,1994-09-17,15
9379,F,1987-05-17,34
9380,F,1980-09-23,27
9381,F,1970-12-06,7
9382,F,1988-06-21,73
9383,M,1993-09-24,39
9384,M,1998-12-29,8
9386,M,1977-11-21,77
9387,M,1991-10-29,9
9388,M,1999-10-26,58
9389,F,1989-08-15,71
9390,M,1985-05-10,23
9391,M,1982-12-28,6
9392,M,1988-01-28,39
9394,M,1990-10-03,43
9395,M,1986-09-21,75
9396,M,1985-06-30,18
9397,M,1968-09-02,15
9398,male,1978-10-04,1
9399,M,1986-01-27,28
9400,F,1977-01-10,49
9402,M,1987-01-24,62
9403,M,1984-02-19,44
9405,M,1992-05-16,53
9406,M,1987-01-05,49
9408,M,1976-08-23,2
9409,M,1975-06-06,64
9410,M,1979-07-29,40
9411,M,1986-03-21,50
9412,M,1969-12-18,15
9413,M,1968-10-16,11
9414,F,1978-12-10,61
9415,M,1989-10-30,9
9416,M,1977-05-08,33
9417,M,1979-10-02,70
9419,M,1982-07-28,49
9421,M,1972-09-10,14
9423,M,1981-01-04,46
9424,M,1980-08-04,57
9425,M,1983-10-08,58
9426,M,1991-10-29,17
9427,F,1989-08-05,48
9428,M,1989-12-12,72
9429,M,1986-08-18,39
9430,M,1989-11-23,1
9431,M,1993-07-08,70
9432,M,1989-03-09,23
9433,M,1967-08-24,64
9435,F,1975-03-23,56
9437,M,1991-04-04,53
9439,M,1984-03-22,21
9440,F,1992-05-08,14
9441,M,1995-03-21,31
9442,M,1966-11-05,11
9443,M,1980-09-03,36
9444,M,1991-05-06,57
9445,M,1981-08-24,68
9447,M,1983-09-11,7
9448,M,1980-06-20,26
9449,M,1977-10-06,46
9451,F,1986-12-16,73
9452,M,1990-07-09,71
9453,F,1978-06-07,1
9454,male,1975-10-17,74
9455,F,1978-04-02,42
9456,M,1989-01-24,60
9457,M,1979-10-27,48
9458,M,1989-06-17,35
9459,M,1974-10-03,58
9460,M,1987-01-16,3
9461,F,1985-06-24,70
9462,M,1989-08-14,34
9463,M,1981-07-16,4
9464,M,1978-11-09,36
9465,M,1993-12-14,68
9466,M,1980-02-03,48
9468,M,1983-07-03,24
9469,F,1995-08-04,14
9470,F,1988-04-26,61
9471,M,1967-10-26,67
9472,male,1973-01-08,76
9473,M,1979-12-27,44
9474,M,1983-02-15,42
9475,M,1986-07-31,3
9476,M,1977-07-20,32
9479,M,1986-09-06,27
9481,M,1989-08-12,53
9482,M,1988-01-22,35
9483,M,1995-02-09,23
9484,F,1989-06-04,73
9485,M,1982-07-08,34
9486,M,1988-06-18,42
9487,M,1994-08-20,11
9488,M,1979-03-05,75
9490,F,1974-05-21,27
9491,F,1994-02-04,46
9492,M,1992-05-12,15
9493,M,1989-02-06,61
9495,M,1983-10-19,36
9496,M,1991-03-23,5
9497,M,1985-09-01,41
9500,M,1967-12-07,46
9503,M,1986-01-11,58
9504,M,1985-07-16,64
9506,M,1976-07-04,68
9507,M,1980-12-27,1
9510,M,1980-10-21,26
9511,M,1993-05-18,4
9515,M,1993-03-15,77
9516,M,1996-08-10,38
9517,M,1994-03-04,56
9518,M,1988-09-25,66
9519,M,1978-08-26,49
9520,M,1976-02-24,76
9522,M,1985-10-18,46
9524,M,1989-03-23,71
9526,M,1967-10-21,60
9527,M,1984-02-28,68
9528,M,1989-10-19,43
9529,M,1993-03-14,28
9530,F,1983-10-26,58
9532,M,1985-12-11,67
9533,F,1979-08-22,9
9534,M,1975-07-06,77
9535,M,1975-03-14,15
9536,M,1987-07-09,4
9537,M,1982-08-07,61
9538,M,1982-03-02,47
9539,M,1978-12-12,46
9540,M,1990-08-06,15
9541,M,1984-03-10,12
9542,M,1987-02-20,33
9543,M,1983-12-30,62
9544,M,1992-04-14,28
9545,M,1975-02-14,39
9546,M,1984-12-28,66
9547,M,1987-02-08,16
9548,female,1979-03-12,28
9550,M,1989-12-15,62
9551,M,1970-11-24,53
9553,M,1990-06-14,46
9555,M,1989-04-21,56
9556,M,1988-11-03,7
9557,M,1996-11-16,76
9558,M,1973-07-09,70
9560,male,1982-07-19,28
9561,F,1989-06-19,75
9563,M,1996-04-23,58
9565,male,1988-06-01,58
9566,M,1991-03-20,62
9567,M,1990-09-30,68
9569,M,1995-01-30,28
9570,M,1975-08-01,66
9571,F,1981-07-28,8
9572,F,1997-08-11,13
9574,F,1991-07-03,32
9575,M,1978-03-19,46
9576,M,1991-07-08,46
9578,M,1987-06-16,43
9579,F,1976-08-17,31
9580,M,1982-03-23,44
9581,M,1997-08-27,53
9582,male,1980-04-20,6
9583,female,1976-09-25,32
9584,M,1984-12-22,15
9586,M,1977-07-02,18
9587,male,1985-04-06,76
9588,M,1990-03-09,4
9589,M,1994-09-26,36
9591,M,1980-11-01,41
9596,M,1981-10-06,64
9597,F,1978-10-14,3
9600,M,1983-06-07,66
9601,M,1980-01-04,39
9602,F,1989-05-13,53
9603,M,1985-08-27,1
9604,F,1974-07-22,27
9606,F,1979-03-31,75
9607,male,1979-10-31,26
9608,M,1985-06-06,15
9609,M,1987-09-14,19
9613,M,1991-08-15,57
9615,F,1997-07-21,27
9616,M,1973-09-22,72
9617,M,1981-07-13,65
9618,F,1990-08-29,34
9620,M,1972-06-30,58
9621,M,1972-06-29,26
9625,male,1977-12-19,62
9626,M,1971-10-03,65
9627,M,1991-09-21,60
9628,F,1979-07-08,39
9629,M,1976-10-27,4
9630,F,1988-08-11,8
9632,M,1978-07-15,16
9634,M,1979-11-26,61
9635,M,1979-10-19,76
9636,M,1983-09-23,53
9637,M,1994-08-14,72
9638,M,1982-08-31,53
9640,M,1993-10-13,26
9641,M,1983-02-11,27
9642,M,1981-07-24,68
9643,M,1984-06-13,61
9644,F,1974-11-08,36
9645,M,1977-07-19,37
9647,M,1980-04-09,57
9648,M,1993-07-10,46
9649,M,1990-12-05,11
9650,F,1983-08-05,26
9651,M,1984-07-29,66
9653,M,1976-02-09,27
9654,M,1978-10-23,49
9655,M,1979-12-05,3
9656,M,1987-07-12,11
9657,M,1982-05-28,1
9659,F,1979-05-12,18
9660,M,1991-09-14,46
9661,M,1985-12-17,33
9662,M,1988-10-13,75
9663,female,1982-12-08,64
9664,M,1978-09-19,15
9666,M,1968-09-25,35
9667,M,1981-05-14,42
9669,male,1993-01-17,67
9671,M,1980-10-02,75
9672,M,1968-11-01,64
9673,M,1988-02-29,25
9674,male,1988-07-09,32
9676,M,1979-09-05,18
9677,M,1970-09-03,3
9679,M,1990-12-22,32
9680,M,1983-09-16,6
9681,M,1969-08-08,2
9682,F,1977-05-04,60
9683,F,1973-07-30,66
9684,M,1958-12-31,36
9685,M,1982-01-10,60
9687,male,1993-12-06,47
9689,M,1982-02-24,38
9690,M,1964-07-03,56
9691,M,1983-02-19,12
9692,M,1978-07-04,68
9694,M,1990-04-13,68
9695,M,1973-10-27,69
9696,M,1992-09-10,67
9698,M,1988-06-18,12
9699,M,1983-07-18,9
9700,M,1975-11-13,68
9701,female,1992-09-01,60
9702,F,1983-02-21,73
9703,M,1985-07-12,13
9704,M,1980-01-21,27
9705,female,1994-10-09,34
9706,M,1989-03-12,15
9707,M,1975-04-29,48
9708,M,1977-01-01,14
9709,M,1992-11-13,11
9710,M,1981-02-14,5
9711,M,1977-02-11,68
9712,F,1984-04-10,48
9713,M,1996-01-02,65
9714,M,1979-04-02,52
9715,M,1984-09-02,41
9716,M,1976-09-29,69
9717,M,1978-10-31,1
9718,F,1991-12-19,57
9719,F,1984-08-31,59
9722,F,1992-02-11,18
9723,F,1987-08-26,26
9724,M,1984-12-30,33
9725,M,1983-02-13,27
9726,M,1987-01-04,13
9727,female,1988-01-04,76
9729,M,1971-10-06,4
9730,M,1979-08-24,70
9731,M,1973-10-21,1
9732,male,1978-07-23,52
9733,F,1992-09-21,46
9734,M,1983-02-26,62
9735,M,1985-02-11,61
9736,M,1974-12-04,8
9737,male,1980-04-21,32
9738,M,1996-08-26,28
9739,M,1964-10-08,40
9741,male,1982-09-01,76
9742,M,1981-03-14,34
9743,M,1970-03-14,69
9746,M,1984-04-05,44
9747,male,1989-11-07,42
9748,M,1972-09-13,11
9751,M,1991-12-02,48
9752,M,1976-07-01,53
9753,M,1987-03-16,6
9755,M,1991-11-13,12
9757,M,1983-09-24,63
9759,male,1990-10-02,2
9760,M,1997-06-28,1
9762,F,1991-07-19,49
9763,M,1984-03-30,19
9764,M,1980-08-07,43
9765,M,1981-09-30,11
9766,M,1976-03-15,31
9767,M,1994-11-10,1
9768,M,1968-12-25,28
9771,F,1987-10-19,3
9772,M,1985-02-25,15
9773,M,1981-03-18,31
9774,M,1979-01-18,29
9775,M,1968-12-12,42
9776,M,1987-03-15,58
9777,M,1990-07-24,75
9778,M,1996-02-21,3
9779,M,1975-07-21,75
9782,M,1980-04-18,65
9783,F,1986-10-20,32
9784,F,1972-03-04,66
9785,M,1976-11-21,27
9786,M,1976-10-01,39
9787,M,1984-08-01,72
9795,M,1986-11-29,72
9797,F,1971-07-28,16
9798,F,1992-05-30,49
9799,M,1993-09-18,1
9800,M,1990-11-02,32
9801,M,1992-09-07,43
9802,M,1978-10-12,3
9805,M,1991-12-06,66
9806,M,1999-06-10,43
9807,M,1977-11-06,7
9808,M,1992-04-26,26
9809,F,1984-08-29,4
9810,M,1984-01-15,15
9811,M,1986-09-18,51
9814,M,1973-08-13,1
9815,M,1978-01-26,38
9816,F,1983-01-17,6
9817,M,1982-12-15,4
9819,M,1992-09-01,1
9820,M,1977-09-05,19
9821,M,1992-04-03,46
9822,M,1986-03-21,69
9823,M,1987-04-08,19
9824,F,1979-10-11,65
9825,M,1984-07-24,53
9826,M,1990-08-27,53
9828,M,1971-07-12,28
9829,M,1985-10-27,17
9830,F,1983-10-13,15
9831,M,1980-12-01,28
9832,M,1986-01-11,27
9833,M,1990-03-25,11
9834,M,1994-07-07,72
9835,M,1978-12-19,67
9837,F,1970-12-06,58
9839,F,1992-08-08,36
9840,M,1982-09-21,27
9841,M,1977-02-19,2
9842,M,1979-03-26,58
9844,M,1982-01-20,70
9845,M,1990-01-18,46
9847,M,1972-03-29,53
9848,M,1981-07-31,4
9850,M,1972-11-13,62
9851,F,1970-10-13,41
9852,M,1991-06-07,46
9854,M,1989-12-16,73
9856,M,1970-10-01,36
9857,M,1981-08-11,4
9858,M,1982-01-24,1
9859,M,1984-07-23,61
9861,M,1976-04-16,69
9862,M,1989-12-29,1
9863,M,1985-05-04,43
9864,M,1970-09-14,64
9866,M,1991-09-01,42
9867,M,1979-05-09,64
9868,M,1984-04-23,4
9869,F,1982-10-17,75
9870,M,1987-08-27,3
9872,F,1994-09-27,19
9873,M,1981-07-15,49
9874,M,1990-04-06,65
9876,M,1990-11-06,75
9878,M,1981-08-27,61
9879,M,1990-11-26,15
9880,F,1973-05-07,72
9884,F,1986-08-20,76
9885,M,1983-11-10,77
9886,M,1992-03-13,56
9887,M,1978-10-05,15
9888,M,1978-07-15,2
9889,male,1990-11-27,77
9890,M,1996-01-07,19
9893,F,1987-01-23,76
9894,M,1983-04-22,13
9895,M,1971-09-20,77
9896,M,1993-01-21,36
9897,M,1995-07-11,53
9898,M,1977-05-29,73
9899,M,1977-03-12,26
9901,F,1972-08-24,48
9902,M,1978-01-09,75
9903,M,1993-12-30,69
9904,M,1989-11-27,34
9905,M,1982-06-11,1
9906,M,1995-11-11,50
9907,M,1985-10-10,43
9908,F,1989-03-29,52
9909,F,1971-04-10,69
9910,F,1973-02-05,67
9911,M,1979-08-16,72
9913,M,1987-11-28,52
9914,M,1982-09-23,33
9915,M,1980-07-04,5
9916,F,1987-12-19,66
9917,M,1976-04-16,22
9918,M,1989-08-26,3
9919,M,1965-10-31,21
9920,male,1980-01-15,15
9921,male,1995-12-16,3
9922,M,1979-09-18,14
9923,M,1991-01-13,27
9924,M,1968-06-30,48
9925,M,1989-12-10,47
9926,M,1992-12-28,33
9927,M,1988-01-12,67
9928,M,1987-09-14,61
9929,F,1990-04-13,36
9930,F,1984-11-11,53
9931,M,1982-02-22,66
9932,F,1980-09-06,58
9933,M,1955-01-03,47
9934,F,1985-09-29,27
9936,M,1979-07-28,49
9937,M,1988-06-23,46
9938,M,1993-04-16,61
9939,M,1988-03-23,20
9943,M,1980-10-15,52
9944,M,1973-12-17,59
9945,M,1985-12-30,16
9946,F,1989-12-02,65
9947,M,1981-07-03,65
9949,M,1990-02-14,18
9950,M,1985-04-19,11
9951,M,1990-11-15,66
9953,M,1973-10-05,19
9954,M,1984-04-25,42
9955,M,1984-06-30,68
9956,M,1994-05-31,65
9958,M,1985-01-27,48
9959,M,1990-07-28,73
9960,M,1989-06-21,68
9961,M,1989-07-19,58
9962,F,1981-08-08,18
9963,M,1989-02-17,60
9964,M,1981-11-22,9
9965,F,1975-06-30,29
9967,M,1982-09-15,46
9969,F,1978-07-22,44
9970,M,1983-10-28,27
9971,M,1967-07-28,18
9972,M,1972-10-01,41
9974,F,1969-11-19,4
9975,M,1981-02-05,25
9977,M,1977-11-25,61
9978,M,1979-08-25,25
9979,M,1976-09-03,41
9980,M,1983-07-12,31
9981,F,1978-08-03,34
9982,M,1977-09-27,4
9984,male,1985-03-09,26
9985,M,1978-07-02,46
9986,F,1969-09-30,38
9987,F,1976-08-26,23
9988,M,1981-08-26,64
9989,F,1989-07-02,8
9992,M,1984-04-20,75
9994,M,1963-09-30,77
9995,F,1977-09-03,37
9996,M,1984-01-12,58
9997,F,1979-03-17,9
9998,F,1979-05-18,64
9999,M,1978-01-06,65
10000,M,1983-07-10,69
10001,F,1974-04-17,11
10002,M,1991-03-05,61
10003,M,1981-06-11,65
10004,M,1971-10-02,68
10005,M,1970-06-19,19
10006,M,1981-08-30,14
10007,M,1981-03-15,51
10008,M,1993-01-27,66
10010,M,1988-05-02,33
10011,M,1984-04-08,12
10014,M,1991-11-12,26
10015,F,1992-11-07,75
10017,M,1984-06-06,60
10018,F,1998-07-10,64
10019,M,1990-06-15,62
10020,male,1984-10-06,6
10021,M,1979-07-09,48
10023,M,1959-08-27,8
10026,M,1990-11-02,41
10027,M,1995-04-17,66
10028,M,1986-01-03,33
10029,M,1979-10-31,27
10030,male,1991-02-14,2
10031,M,1971-07-27,63
10032,M,1992-07-10,72
10034,F,1982-09-25,62
10036,M,1980-08-26,67
10037,M,1983-11-09,26
10039,F,1984-04-04,20
10040,M,1969-01-07,26
10041,F,1982-08-09,57
10042,M,1985-04-19,43
10044,M,1984-12-28,69
10045,male,1980-03-28,53
10046,F,1972-04-23,73
10047,M,1977-12-16,43
10048,M,1994-01-22,11
10049,F,1986-06-10,36
10052,M,1976-10-06,9
10055,M,1985-10-29,69
10056,M,1985-11-08,41
10057,M,1977-12-25,47
10060,M,1976-01-25,56
10062,M,1966-08-20,68
10063,F,1994-07-24,48
10064,M,1986-11-23,62
10065,M,1985-07-05,65
10067,M,1990-03-03,39
10068,M,1990-04-23,4
10071,F,1991-07-26,2
10074,F,1982-12-08,9
10075,M,1985-10-03,56
10076,male,1994-07-04,73
10077,F,1990-03-04,4
10078,M,1984-03-23,68
10080,M,1978-03-20,4
10082,M,1985-02-01,43
10084,M,1975-11-18,22
10085,M,1987-07-22,22
10088,F,1992-03-02,72
10089,M,1983-09-25,39
10091,M,1989-08-09,49
10093,M,1979-10-24,64
10095,M,1977-05-14,1
10096,M,1987-10-11,28
10097,M,1983-09-10,49
10098,M,1976-12-10,23
10099,M,1994-08-17,10
10100,F,1986-07-14,9
10101,M,1986-06-10,62
10103,M,1985-09-22,65
10104,M,1982-03-11,69
10106,M,1986-09-22,2
10107,M,1975-02-17,3
10108,M,1991-05-07,16
10109,M,1982-06-04,15
10110,F,1985-02-18,40
10111,M,1983-02-07,47
10112,M,1982-09-15,18
10113,F,1979-07-26,6
10114,M,1970-06-08,28
10115,M,1979-07-12,23
10116,M,1973-12-19,69
10117,M,1989-07-22,38
10118,M,1976-09-06,34
10119,M,1991-08-18,34
10121,M,1986-03-21,43
10123,M,1983-09-09,26
10124,M,1979-08-13,25
10125,M,1981-07-18,15
10126,M,1999-04-26,2
10128,M,1973-12-31,42
10129,F,1994-01-14,17
10130,M,1983-09-17,42
10131,M,1987-01-22,72
10136,M,1989-02-27,70
10137,M,1989-08-09,69
10143,M,1978-11-03,7
10144,M,1996-06-23,60
10145,M,1987-09-21,58
10146,M,1983-10-16,38
10147,M,1984-10-05,66
10148,M,1976-08-28,53
10149,M,1988-02-22,1
10150,M,1997-12-13,68
10151,F,1987-09-12,73
10153,M,1983-08-05,16
10155,M,1988-12-16,69
10157,M,1977-08-08,62
10158,M,1989-04-24,41
10159,M,1976-04-21,5
10160,F,1980-10-25,28
10161,M,1972-01-03,73
10162,M,1979-07-14,16
10163,M,1992-12-27,46
10164,M,1986-09-02,77
10165,M,1987-02-02,68
10166,F,1981-07-18,75
10168,M,1983-07-18,59
10169,M,1974-08-05,24
10170,F,1980-11-03,46
10172,F,1984-11-26,14
10173,M,1992-04-17,3
10174,M,1989-10-17,77
10175,M,1988-04-18,32
10176,M,1980-08-19,60
10178,M,1977-03-22,15
10179,M,1989-03-28,58
10180,M,1988-10-18,28
10182,M,1973-09-30,60
10184,M,1982-09-24,31
10185,F,1993-11-28,33
10187,M,1989-10-18,48
10188,M,1982-09-01,45
10192,male,1975-11-07,41
10193,M,1972-03-25,68
10194,M,1988-12-22,13
10196,F,1981-07-28,1
10197,M,1981-08-24,32
10198,M,1990-07-16,64
10199,F,1978-04-05,77
10202,M,1992-11-22,33
10203,M,1990-08-17,73
10204,M,1980-11-06,72
10205,male,1980-11-21,32
10207,M,1970-09-12,14
10208,M,1975-01-02,14
10209,F,1964-09-19,47
10211,M,1980-10-19,12
10212,F,1987-09-02,32
10213,F,1994-12-22,49
10214,M,1992-12-26,39
10215,M,1968-01-20,73
10216,F,1979-06-09,60
10217,M,1985-05-17,48
10218,F,1980-03-27,41
10219,M,1981-03-10,1
10220,M,1981-10-01,36
10221,M,1994-08-22,36
10222,M,1987-01-03,55
10224,M,1974-09-10,1
10226,M,1989-04-03,72
10228,F,1989-03-20,66
10229,M,1991-09-25,73
10230,M,1991-03-13,27
10231,M,1978-12-26,27
10232,M,1993-08-30,76
10233,male,1979-11-15,15
10234,M,1996-03-04,31
10235,M,1992-12-27,55
10236,M,1992-09-23,68
10237,male,1986-01-23,47
10239,M,1981-12-01,69
10240,F,1987-02-28,39
10241,M,1993-02-22,27
10242,F,1981-08-31,65
10244,F,1985-12-08,53
10245,male,1997-09-20,41
10246,M,1992-07-09,65
10247,M,1985-12-12,4
10248,male,1985-05-18,68
10249,M,1984-11-06,57
10250,F,1982-06-07,46
10251,F,1979-07-06,15
10252,M,1970-07-21,8
10253,M,1982-08-05,58
10254,M,1966-01-10,75
10255,M,1973-01-13,1
10256,F,1987-08-31,47
10257,M,1980-09-02,53
10258,M,1978-02-19,39
10259,M,1971-11-29,5
10260,M,1979-11-19,69
10263,M,1977-03-21,28
10264,M,1974-04-07,19
10265,M,1982-08-17,65
10266,M,1972-11-09,48
10267,M,1982-08-09,56
10268,M,1976-04-08,31
10269,M,1986-01-27,70
10272,M,1979-05-05,69
10273,M,1981-10-18,62
10274,M,1981-01-31,34
10275,M,1988-04-10,19
10276,M,1998-06-17,33
10278,M,1975-11-06,58
10284,M,1966-11-07,53
10285,M,1978-11-19,57
10286,M,1984-11-05,49
10287,M,1987-03-21,15
10288,M,1989-08-06,70
10289,M,1975-08-20,62
10291,F,1989-09-03,16
10293,M,1985-01-05,73
10295,M,1988-04-15,41
10296,F,1994-09-03,53
10297,M,1989-02-07,75
10298,F,1986-02-18,28
10299,M,1986-01-19,62
10301,M,1978-03-01,43
10302,F,1988-12-19,24
10303,M,1987-01-28,32
10304,M,1989-05-31,26
10305,M,1986-07-15,33
10308,F,1970-02-25,58
10309,M,1961-07-11,8
10310,F,1984-07-28,19
10312,M,1954-05-23,62
10315,M,1979-09-04,47
10316,F,1988-09-18,66
10317,M,1991-10-02,50
10319,M,1963-08-02,64
10320,M,1975-08-25,40
10321,F,1993-10-24,32
10323,M,1964-06-08,75
10324,M,1973-03-28,76
10326,M,1984-03-25,36
10327,female,1989-11-08,38
10328,F,1974-05-19,47
10329,M,1990-06-05,43
10331,M,1979-03-21,46
10332,M,1986-07-01,42
10333,F,1986-08-01,24
10334,M,1983-01-25,34
10335,M,1990-10-21,8
10336,M,1981-11-28,58
10339,M,1986-11-25,61
10340,M,1982-05-10,60
10341,M,1980-02-03,19
10342,M,1977-04-04,36
10343,F,1955-03-21,1
10344,M,1981-01-21,72
10345,M,1971-02-28,77
10346,M,1972-07-02,58
10348,M,1972-11-25,14
10349,M,1993-12-26,8
10350,M,1967-02-25,3
10353,F,1986-09-29,60
10354,M,1985-08-07,56
10355,M,1976-12-06,49
10357,M,1984-04-25,73
10360,M,1978-04-03,40
10361,M,1988-08-11,62
10363,M,1981-04-04,2
10364,M,1983-02-03,57
10365,F,1977-08-21,43
10366,M,1960-09-21,1
10368,M,1969-09-30,27
10369,M,1976-10-02,34
10370,F,1980-09-19,64
10371,M,1993-04-24,11
10372,M,1987-09-21,43
10373,M,1986-11-19,69
10374,M,1970-03-11,75
10376,M,1985-07-23,68
10377,M,1979-08-05,53
10378,M,1991-09-16,41
10379,F,1986-05-05,61
10381,M,1979-02-07,25
10382,female,1972-11-02,65
10383,M,1986-01-03,46
10385,M,1988-08-21,3
10386,male,1981-07-25,35
10387,F,1980-01-14,46
10388,F,1993-08-27,39
10389,M,1968-11-18,66
10391,F,1985-12-16,15
10392,male,1981-02-28,9
10394,M,1963-04-14,55
10396,M,1974-07-06,55
10397,M,1992-03-26,8
10398,M,1984-07-13,64
10400,F,1986-09-04,28
10401,M,1985-08-25,46
10402,M,1973-08-08,77
10403,M,1977-07-28,47
10405,female,1991-01-27,58
10407,M,1973-03-27,28
10410,M,1982-12-19,2
10411,M,1979-10-19,14
10413,M,1978-05-29,70
10414,M,1981-08-05,8
10416,F,1988-03-29,67
10417,M,1982-05-14,27
10418,M,1997-05-19,72
10420,M,1990-12-02,73
10421,M,1974-10-07,61
10422,F,1987-06-23,64
10423,M,1987-10-06,25
10424,M,1988-10-10,46
10425,M,1978-03-31,26
10426,M,1994-03-21,64
10427,F,1986-08-07,71
10428,M,1989-11-03,73
10429,M,1978-08-22,11
10430,M,1991-11-04,9
10431,female,1986-09-13,15
10433,M,1987-01-12,76
10435,F,1984-09-04,64
10436,M,1980-10-06,56
10437,M,1988-08-26,72
10439,M,1982-11-06,60
10440,M,1989-06-26,23
10443,M,1968-07-01,57
10444,male,1979-12-27,15
10445,M,1985-02-09,9
10446,M,1994-01-29,13
10447,M,1989-08-26,68
10448,M,1980-02-17,61
10451,M,1978-02-04,60
10453,M,1975-11-03,41
10455,M,1983-11-22,11
10456,M,1983-04-17,57
10457,F,1997-03-07,56
10458,M,1975-01-18,69
10459,M,1989-12-12,26
10463,M,1978-03-25,65
10464,M,1980-10-06,61
10465,M,1985-03-27,43
10466,M,1992-03-07,6
10467,F,1989-04-23,56
10468,M,1990-10-18,61
10469,M,1990-06-02,56
10470,M,1984-03-17,58
10473,male,1970-08-22,27
10474,M,1988-10-06,25
10475,M,1990-10-21,1
10480,F,1979-03-20,68
10481,M,1980-08-17,36
10482,F,1978-12-01,72
10484,M,1998-09-12,65
10486,F,1965-10-09,33
10487,M,1983-11-10,26
10488,F,1994-11-23,5
10489,M,1976-12-05,66
10493,M,1989-12-03,65
10494,M,1969-04-24,1
10495,M,1973-07-07,32
10496,M,1985-04-12,14
10498,M,1977-12-13,36
10499,M,1977-08-28,62
10500,M,1973-04-23,43
10502,F,1986-08-13,75
10503,male,1978-08-14,21
10504,F,1980-09-28,4
10505,F,1986-03-24,62
10506,F,1980-10-06,59
10507,M,1993-08-27,48
10508,male,1981-12-06,46
10509,male,1984-09-11,49
10512,M,1978-11-08,3
10513,M,1988-10-19,36
10514,F,1994-04-08,46
10516,M,1991-09-10,27
10519,M,1989-07-21,1
10520,F,1978-08-26,25
10521,M,1982-08-18,43
10523,M,1983-02-12,27
10525,M,1986-09-30,60
10526,M,1984-10-10,17
10527,M,1980-01-08,59
10528,M,1992-10-27,9
10530,F,1971-05-21,57
10531,M,1987-11-29,24
10532,M,1979-11-25,72
10533,M,1979-12-07,9
10536,M,1991-02-24,60
10537,M,1983-09-12,26
10539,M,1984-10-08,41
10540,M,1964-08-13,71
10542,M,1978-12-02,23
10543,F,1990-09-06,27
10545,M,1977-04-26,68
10546,M,1973-09-29,2
10547,M,1988-07-13,57
10549,M,1973-07-29,46
10552,M,1983-02-17,23
10553,M,1988-10-27,65
10555,M,1985-12-27,40
10556,M,1976-09-13,58
10559,M,1989-11-02,32
10560,M,1984-08-24,72
10562,M,1967-06-08,2
10565,F,1988-06-08,63
10567,F,1984-02-09,65
10568,M,1980-03-14,56
10570,F,1982-08-13,36
10571,M,1989-07-20,35
10572,female,1978-07-16,15
10574,M,1970-07-06,9
10575,M,1970-02-02,76
10577,male,1996-06-16,11
10578,M,1990-02-07,72
10579,F,1986-08-27,68
10581,M,1977-06-13,5
10582,M,1991-08-22,9
10583,M,1991-07-25,75
10584,male,1964-07-09,24
10586,M,1985-08-22,68
10588,M,1985-06-26,3
10589,M,1994-02-07,66
10590,M,1989-12-19,42
10591,M,1984-03-26,69
10592,M,1984-10-20,59
10595,M,1965-11-02,73
10596,M,1962-02-08,48
10597,M,1995-11-29,36
10598,M,1977-10-16,2
10599,M,1991-03-23,39
10601,M,1978-03-03,3
10602,M,1988-10-26,49
10603,M,1974-09-30,24
10605,M,1987-01-08,31
10607,M,1974-01-30,8
10608,M,1990-12-31,52
10610,F,1983-11-04,58
10611,M,1984-09-17,9
10612,M,1986-12-21,15
10613,M,1987-01-06,68
10615,M,1984-11-10,41
10616,M,1989-09-24,1
10617,M,1983-12-29,62
10618,M,1981-04-24,73
10619,M,1981-06-20,60
10621,F,1987-01-15,40
10622,M,1980-12-24,60
10623,M,1974-05-30,38
10624,M,1968-04-05,66
10625,M,1985-10-11,8
10626,F,1979-04-08,66
10628,M,1994-02-16,26
10629,M,1986-09-06,6
10630,M,1982-01-29,72
10631,M,1981-11-15,72
10632,F,1979-11-14,43
10633,M,1988-03-27,55
10635,M,1980-09-19,47
10636,M,1990-10-14,33
10637,M,1986-08-01,36
10638,M,1979-02-13,73
10640,M,1978-09-19,36
10641,M,1983-05-31,53
10643,M,1984-07-23,14
10644,M,1976-08-25,44
10645,F,1977-04-10,57
10646,M,1995-07-18,14
10647,male,1977-12-23,3
10648,M,1973-12-15,66
10649,M,1977-12-28,69
10650,M,1988-07-10,73
10652,M,1990-10-12,62
